year,quarter,internal_industry,market,leasedSF_sum,leasedSF_mean
2018,1,"Technology, Advertising, Media, and Information",Washington D.C.,162237.0,32447.4
2018,2,Financial Services and Insurance,Austin,65352.0,21784.0
2018,2,Financial Services and Insurance,Baltimore,44942.0,22471.0
2018,2,Financial Services and Insurance,Charlotte,93000.0,93000.0
2018,2,Financial Services and Insurance,Chicago,442573.0,110643.25
2018,2,Financial Services and Insurance,Dallas/Ft Worth,129014.0,32253.5
2018,2,Financial Services and Insurance,Denver,44890.0,22445.0
2018,2,Financial Services and Insurance,Houston,50145.0,25072.5
2018,2,Financial Services and Insurance,Los Angeles,17593.0,17593.0
2018,2,Financial Services and Insurance,Manhattan,1898796.0,51318.81081081081
2018,2,Financial Services and Insurance,Northern New Jersey,177721.0,59240.333333333336
2018,2,Financial Services and Insurance,Northern Virginia,54598.0,27299.0
2018,2,Financial Services and Insurance,Orange County,105400.0,52700.0
2018,2,Financial Services and Insurance,Philadelphia,237173.0,118586.5
2018,2,Financial Services and Insurance,Phoenix,24114.0,24114.0
2018,2,Financial Services and Insurance,Raleigh/Durham,14552.0,14552.0
2018,2,Financial Services and Insurance,San Diego,37239.0,18619.5
2018,2,Financial Services and Insurance,San Francisco,159428.0,53142.666666666664
2018,2,Financial Services and Insurance,South Florida,119033.0,29758.25
2018,2,Financial Services and Insurance,Tampa,41278.0,20639.0
2018,2,Financial Services and Insurance,Washington D.C.,242104.0,80701.33333333333
2018,2,Legal Services,Austin,18951.0,18951.0
2018,2,Legal Services,Chicago,112369.0,37456.333333333336
2018,2,Legal Services,Dallas/Ft Worth,11213.0,11213.0
2018,2,Legal Services,Denver,99224.0,33074.666666666664
2018,2,Legal Services,Houston,178000.0,59333.333333333336
2018,2,Legal Services,Los Angeles,23710.0,23710.0
2018,2,Legal Services,Manhattan,1126054.0,93837.83333333333
2018,2,Legal Services,Orange County,15557.0,15557.0
2018,2,Legal Services,Philadelphia,93715.0,46857.5
2018,2,Legal Services,San Francisco,45996.0,15332.0
2018,2,Legal Services,Seattle,10920.0,10920.0
2018,2,Legal Services,South Florida,14559.0,14559.0
2018,2,Legal Services,Washington D.C.,71981.0,14396.2
2018,2,"Technology, Advertising, Media, and Information",Atlanta,260806.0,65201.5
2018,2,"Technology, Advertising, Media, and Information",Austin,366991.0,91747.75
2018,2,"Technology, Advertising, Media, and Information",Boston,501961.0,167320.33333333334
2018,2,"Technology, Advertising, Media, and Information",Charlotte,24698.0,12349.0
2018,2,"Technology, Advertising, Media, and Information",Chicago,753561.0,188390.25
2018,2,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,143609.0,71804.5
2018,2,"Technology, Advertising, Media, and Information",Denver,144377.0,36094.25
2018,2,"Technology, Advertising, Media, and Information",Los Angeles,88027.0,29342.333333333332
2018,2,"Technology, Advertising, Media, and Information",Manhattan,1333080.0,51272.307692307695
2018,2,"Technology, Advertising, Media, and Information",Northern New Jersey,164106.0,54702.0
2018,2,"Technology, Advertising, Media, and Information",Northern Virginia,503175.0,62896.875
2018,2,"Technology, Advertising, Media, and Information",Orange County,143955.0,47985.0
2018,2,"Technology, Advertising, Media, and Information",Phoenix,15000.0,15000.0
2018,2,"Technology, Advertising, Media, and Information",Raleigh/Durham,69306.0,69306.0
2018,2,"Technology, Advertising, Media, and Information",San Francisco,1272049.0,115640.81818181818
2018,2,"Technology, Advertising, Media, and Information",Seattle,18534.0,18534.0
2018,2,"Technology, Advertising, Media, and Information",South Bay/San Jose,1423393.0,158154.77777777778
2018,2,"Technology, Advertising, Media, and Information",South Florida,90763.0,30254.333333333332
2018,2,"Technology, Advertising, Media, and Information",Washington D.C.,133273.0,33318.25
2018,3,Financial Services and Insurance,Atlanta,324184.0,54030.666666666664
2018,3,Financial Services and Insurance,Austin,22328.0,22328.0
2018,3,Financial Services and Insurance,Boston,76000.0,76000.0
2018,3,Financial Services and Insurance,Chicago,329947.0,82486.75
2018,3,Financial Services and Insurance,Chicago Suburbs,97797.0,24449.25
2018,3,Financial Services and Insurance,Dallas/Ft Worth,84422.0,28140.666666666668
2018,3,Financial Services and Insurance,Denver,12250.0,12250.0
2018,3,Financial Services and Insurance,Houston,252110.0,63027.5
2018,3,Financial Services and Insurance,Los Angeles,169320.0,169320.0
2018,3,Financial Services and Insurance,Manhattan,1600675.0,59284.25925925926
2018,3,Financial Services and Insurance,Northern New Jersey,297415.0,74353.75
2018,3,Financial Services and Insurance,Northern Virginia,82311.0,27437.0
2018,3,Financial Services and Insurance,Orange County,83588.0,41794.0
2018,3,Financial Services and Insurance,Philadelphia,419438.0,69906.33333333333
2018,3,Financial Services and Insurance,Phoenix,21535.0,21535.0
2018,3,Financial Services and Insurance,Raleigh/Durham,115477.0,57738.5
2018,3,Financial Services and Insurance,San Diego,95936.0,95936.0
2018,3,Financial Services and Insurance,San Francisco,192138.0,48034.5
2018,3,Financial Services and Insurance,South Florida,175419.0,35083.8
2018,3,Financial Services and Insurance,Southern Maryland,84000.0,42000.0
2018,3,Financial Services and Insurance,Tampa,99727.0,33242.333333333336
2018,3,Financial Services and Insurance,Washington D.C.,55878.0,18626.0
2018,3,Legal Services,Baltimore,23500.0,23500.0
2018,3,Legal Services,Boston,144260.0,72130.0
2018,3,Legal Services,Chicago,110259.0,36753.0
2018,3,Legal Services,Dallas/Ft Worth,27276.0,27276.0
2018,3,Legal Services,Denver,10168.0,10168.0
2018,3,Legal Services,Houston,236457.0,78819.0
2018,3,Legal Services,Los Angeles,23692.0,23692.0
2018,3,Legal Services,Manhattan,380375.0,34579.545454545456
2018,3,Legal Services,Northern Virginia,14288.0,14288.0
2018,3,Legal Services,Philadelphia,27386.0,27386.0
2018,3,Legal Services,San Diego,53000.0,53000.0
2018,3,Legal Services,South Florida,11500.0,11500.0
2018,3,Legal Services,Southern Maryland,24000.0,24000.0
2018,3,Legal Services,Washington D.C.,216606.0,43321.2
2018,3,"Technology, Advertising, Media, and Information",Atlanta,136621.0,34155.25
2018,3,"Technology, Advertising, Media, and Information",Austin,320102.0,320102.0
2018,3,"Technology, Advertising, Media, and Information",Baltimore,62645.0,31322.5
2018,3,"Technology, Advertising, Media, and Information",Boston,440000.0,440000.0
2018,3,"Technology, Advertising, Media, and Information",Chicago,325742.0,81435.5
2018,3,"Technology, Advertising, Media, and Information",Chicago Suburbs,33237.0,33237.0
2018,3,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,466131.0,93226.2
2018,3,"Technology, Advertising, Media, and Information",Denver,143383.0,47794.333333333336
2018,3,"Technology, Advertising, Media, and Information",Houston,29038.0,14519.0
2018,3,"Technology, Advertising, Media, and Information",Los Angeles,268926.0,67231.5
2018,3,"Technology, Advertising, Media, and Information",Manhattan,624754.0,27163.217391304348
2018,3,"Technology, Advertising, Media, and Information",Northern New Jersey,51097.0,25548.5
2018,3,"Technology, Advertising, Media, and Information",Northern Virginia,46863.0,23431.5
2018,3,"Technology, Advertising, Media, and Information",Orange County,49056.0,24528.0
2018,3,"Technology, Advertising, Media, and Information",Philadelphia,214263.0,107131.5
2018,3,"Technology, Advertising, Media, and Information",Phoenix,21344.0,21344.0
2018,3,"Technology, Advertising, Media, and Information",Raleigh/Durham,85130.0,21282.5
2018,3,"Technology, Advertising, Media, and Information",San Francisco,695330.0,77258.88888888889
2018,3,"Technology, Advertising, Media, and Information",Seattle,577174.0,115434.8
2018,3,"Technology, Advertising, Media, and Information",South Bay/San Jose,1366908.0,124264.36363636363
2018,3,"Technology, Advertising, Media, and Information",Southern Maryland,148542.0,49514.0
2018,3,"Technology, Advertising, Media, and Information",Tampa,23267.0,23267.0
2018,3,"Technology, Advertising, Media, and Information",Washington D.C.,87286.0,21821.5
2018,4,Financial Services and Insurance,Atlanta,132917.0,44305.666666666664
2018,4,Financial Services and Insurance,Austin,22328.0,22328.0
2018,4,Financial Services and Insurance,Baltimore,71378.0,35689.0
2018,4,Financial Services and Insurance,Charlotte,139999.0,139999.0
2018,4,Financial Services and Insurance,Chicago,697132.0,116188.66666666667
2018,4,Financial Services and Insurance,Chicago Suburbs,109124.0,54562.0
2018,4,Financial Services and Insurance,Dallas/Ft Worth,124475.0,31118.75
2018,4,Financial Services and Insurance,Denver,41260.0,41260.0
2018,4,Financial Services and Insurance,Houston,204000.0,204000.0
2018,4,Financial Services and Insurance,Los Angeles,173773.0,57924.333333333336
2018,4,Financial Services and Insurance,Manhattan,2856132.0,77192.75675675676
2018,4,Financial Services and Insurance,Northern New Jersey,410002.0,102500.5
2018,4,Financial Services and Insurance,Northern Virginia,884081.0,147346.83333333334
2018,4,Financial Services and Insurance,Orange County,26312.0,26312.0
2018,4,Financial Services and Insurance,Philadelphia,91985.0,45992.5
2018,4,Financial Services and Insurance,Phoenix,95081.0,31693.666666666668
2018,4,Financial Services and Insurance,Raleigh/Durham,16838.0,16838.0
2018,4,Financial Services and Insurance,San Francisco,115156.0,38385.333333333336
2018,4,Financial Services and Insurance,South Florida,326011.0,40751.375
2018,4,Financial Services and Insurance,Southern Maryland,29612.0,14806.0
2018,4,Financial Services and Insurance,Tampa,61598.0,61598.0
2018,4,Financial Services and Insurance,Washington D.C.,14792.0,14792.0
2018,4,Legal Services,Atlanta,102320.0,102320.0
2018,4,Legal Services,Boston,60000.0,60000.0
2018,4,Legal Services,Chicago,258499.0,51699.8
2018,4,Legal Services,Dallas/Ft Worth,39000.0,39000.0
2018,4,Legal Services,Houston,90961.0,45480.5
2018,4,Legal Services,Manhattan,547928.0,45660.666666666664
2018,4,Legal Services,Northern Virginia,54173.0,27086.5
2018,4,Legal Services,Seattle,46000.0,46000.0
2018,4,Legal Services,Southern Maryland,44305.0,22152.5
2018,4,Legal Services,Tampa,81161.0,27053.666666666668
2018,4,Legal Services,Washington D.C.,930737.0,103415.22222222222
2018,4,"Technology, Advertising, Media, and Information",Atlanta,209644.0,52411.0
2018,4,"Technology, Advertising, Media, and Information",Austin,120533.0,40177.666666666664
2018,4,"Technology, Advertising, Media, and Information",Charlotte,20787.0,20787.0
2018,4,"Technology, Advertising, Media, and Information",Chicago,1144739.0,143092.375
2018,4,"Technology, Advertising, Media, and Information",Chicago Suburbs,48111.0,48111.0
2018,4,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,217386.0,54346.5
2018,4,"Technology, Advertising, Media, and Information",Houston,566000.0,283000.0
2018,4,"Technology, Advertising, Media, and Information",Los Angeles,1151240.0,127915.55555555556
2018,4,"Technology, Advertising, Media, and Information",Manhattan,2191673.0,73055.76666666666
2018,4,"Technology, Advertising, Media, and Information",Northern New Jersey,64623.0,32311.5
2018,4,"Technology, Advertising, Media, and Information",Northern Virginia,355164.0,39462.666666666664
2018,4,"Technology, Advertising, Media, and Information",Orange County,87440.0,29146.666666666668
2018,4,"Technology, Advertising, Media, and Information",Phoenix,51270.0,51270.0
2018,4,"Technology, Advertising, Media, and Information",Raleigh/Durham,85335.0,28445.0
2018,4,"Technology, Advertising, Media, and Information",San Francisco,768171.0,128028.5
2018,4,"Technology, Advertising, Media, and Information",Seattle,335568.0,67113.6
2018,4,"Technology, Advertising, Media, and Information",South Bay/San Jose,649628.0,72180.88888888889
2018,4,"Technology, Advertising, Media, and Information",South Florida,78681.0,26227.0
2018,4,"Technology, Advertising, Media, and Information",Tampa,75448.0,37724.0
2019,1,Financial Services and Insurance,Atlanta,89637.0,29879.0
2019,1,Financial Services and Insurance,Baltimore,115100.0,115100.0
2019,1,Financial Services and Insurance,Boston,55688.0,55688.0
2019,1,Financial Services and Insurance,Charlotte,384308.0,128102.66666666667
2019,1,Financial Services and Insurance,Chicago,249881.0,62470.25
2019,1,Financial Services and Insurance,Chicago Suburbs,193938.0,64646.0
2019,1,Financial Services and Insurance,Dallas/Ft Worth,96172.0,48086.0
2019,1,Financial Services and Insurance,Denver,128815.0,18402.14285714286
2019,1,Financial Services and Insurance,Houston,69448.0,69448.0
2019,1,Financial Services and Insurance,Los Angeles,356346.0,59391.0
2019,1,Financial Services and Insurance,Manhattan,1239324.0,42735.31034482759
2019,1,Financial Services and Insurance,Nashville,14782.0,14782.0
2019,1,Financial Services and Insurance,Northern New Jersey,414999.0,414999.0
2019,1,Financial Services and Insurance,Northern Virginia,109512.0,36504.0
2019,1,Financial Services and Insurance,Philadelphia,154112.0,38528.0
2019,1,Financial Services and Insurance,Phoenix,194567.0,64855.666666666664
2019,1,Financial Services and Insurance,Raleigh/Durham,19407.0,19407.0
2019,1,Financial Services and Insurance,San Diego,28276.0,28276.0
2019,1,Financial Services and Insurance,South Bay/San Jose,13237.0,13237.0
2019,1,Financial Services and Insurance,Southern Maryland,154833.0,51611.0
2019,1,Financial Services and Insurance,Tampa,32603.0,32603.0
2019,1,Legal Services,Austin,12746.0,12746.0
2019,1,Legal Services,Chicago,108264.0,54132.0
2019,1,Legal Services,Dallas/Ft Worth,56340.0,56340.0
2019,1,Legal Services,Denver,53149.0,13287.25
2019,1,Legal Services,Houston,257203.0,51440.6
2019,1,Legal Services,Los Angeles,45133.0,22566.5
2019,1,Legal Services,Manhattan,547375.0,109475.0
2019,1,Legal Services,Nashville,10691.0,10691.0
2019,1,Legal Services,Northern New Jersey,34373.0,34373.0
2019,1,Legal Services,Northern Virginia,34059.0,17029.5
2019,1,Legal Services,Orange County,22127.0,22127.0
2019,1,Legal Services,Raleigh/Durham,62539.0,31269.5
2019,1,Legal Services,San Diego,20510.0,20510.0
2019,1,Legal Services,San Francisco,127640.0,127640.0
2019,1,Legal Services,Seattle,10000.0,10000.0
2019,1,Legal Services,South Bay/San Jose,17403.0,17403.0
2019,1,Legal Services,South Florida,100828.0,25207.0
2019,1,Legal Services,Southern Maryland,42406.0,42406.0
2019,1,Legal Services,Tampa,57978.0,28989.0
2019,1,Legal Services,Washington D.C.,259275.0,43212.5
2019,1,"Technology, Advertising, Media, and Information",Atlanta,316039.0,63207.8
2019,1,"Technology, Advertising, Media, and Information",Austin,1316110.0,188015.7142857143
2019,1,"Technology, Advertising, Media, and Information",Boston,686376.0,114396.0
2019,1,"Technology, Advertising, Media, and Information",Charlotte,74431.0,37215.5
2019,1,"Technology, Advertising, Media, and Information",Chicago,338198.0,67639.6
2019,1,"Technology, Advertising, Media, and Information",Chicago Suburbs,25763.0,25763.0
2019,1,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,299018.0,49836.333333333336
2019,1,"Technology, Advertising, Media, and Information",Denver,198000.0,66000.0
2019,1,"Technology, Advertising, Media, and Information",Houston,10943.0,10943.0
2019,1,"Technology, Advertising, Media, and Information",Los Angeles,839885.0,139980.83333333334
2019,1,"Technology, Advertising, Media, and Information",Manhattan,990803.0,34165.620689655174
2019,1,"Technology, Advertising, Media, and Information",Northern New Jersey,99162.0,33054.0
2019,1,"Technology, Advertising, Media, and Information",Northern Virginia,424404.0,32646.46153846154
2019,1,"Technology, Advertising, Media, and Information",Orange County,153143.0,51047.666666666664
2019,1,"Technology, Advertising, Media, and Information",Phoenix,38029.0,38029.0
2019,1,"Technology, Advertising, Media, and Information",Raleigh/Durham,71947.0,23982.333333333332
2019,1,"Technology, Advertising, Media, and Information",San Diego,96543.0,96543.0
2019,1,"Technology, Advertising, Media, and Information",San Francisco,973389.0,243347.25
2019,1,"Technology, Advertising, Media, and Information",Seattle,541037.0,108207.4
2019,1,"Technology, Advertising, Media, and Information",South Bay/San Jose,597902.0,66433.55555555556
2019,1,"Technology, Advertising, Media, and Information",South Florida,61252.0,20417.333333333332
2019,1,"Technology, Advertising, Media, and Information",Southern Maryland,37363.0,18681.5
2019,1,"Technology, Advertising, Media, and Information",Tampa,20460.0,20460.0
2019,1,"Technology, Advertising, Media, and Information",Washington D.C.,117739.0,19623.166666666668
2019,2,Financial Services and Insurance,Atlanta,122045.0,30511.25
2019,2,Financial Services and Insurance,Austin,187362.0,62454.0
2019,2,Financial Services and Insurance,Baltimore,26349.0,26349.0
2019,2,Financial Services and Insurance,Boston,747841.0,149568.2
2019,2,Financial Services and Insurance,Charlotte,695730.0,231910.0
2019,2,Financial Services and Insurance,Chicago,290230.0,58046.0
2019,2,Financial Services and Insurance,Chicago Suburbs,70903.0,35451.5
2019,2,Financial Services and Insurance,Dallas/Ft Worth,712698.0,118783.0
2019,2,Financial Services and Insurance,Denver,82272.0,27424.0
2019,2,Financial Services and Insurance,Houston,263759.0,52751.8
2019,2,Financial Services and Insurance,Manhattan,2779365.0,77204.58333333333
2019,2,Financial Services and Insurance,Nashville,32700.0,32700.0
2019,2,Financial Services and Insurance,Northern New Jersey,32095.0,16047.5
2019,2,Financial Services and Insurance,Northern Virginia,323204.0,64640.8
2019,2,Financial Services and Insurance,Orange County,168931.0,84465.5
2019,2,Financial Services and Insurance,Philadelphia,363508.0,72701.6
2019,2,Financial Services and Insurance,Phoenix,68667.0,68667.0
2019,2,Financial Services and Insurance,Raleigh/Durham,22731.0,22731.0
2019,2,Financial Services and Insurance,Salt Lake City,17126.0,17126.0
2019,2,Financial Services and Insurance,San Diego,16700.0,16700.0
2019,2,Financial Services and Insurance,San Francisco,357817.0,89454.25
2019,2,Financial Services and Insurance,Seattle,21022.0,21022.0
2019,2,Financial Services and Insurance,South Florida,56957.0,18985.666666666668
2019,2,Financial Services and Insurance,Southern Maryland,17500.0,17500.0
2019,2,Financial Services and Insurance,Tampa,28227.0,14113.5
2019,2,Financial Services and Insurance,Washington D.C.,17862.0,17862.0
2019,2,Legal Services,Atlanta,153629.0,51209.666666666664
2019,2,Legal Services,Austin,153387.0,38346.75
2019,2,Legal Services,Boston,192964.0,192964.0
2019,2,Legal Services,Charlotte,96024.0,48012.0
2019,2,Legal Services,Chicago,251010.0,50202.0
2019,2,Legal Services,Dallas/Ft Worth,45000.0,45000.0
2019,2,Legal Services,Denver,76929.0,19232.25
2019,2,Legal Services,Houston,212587.0,42517.4
2019,2,Legal Services,Los Angeles,83199.0,83199.0
2019,2,Legal Services,Manhattan,523486.0,40268.153846153844
2019,2,Legal Services,Northern New Jersey,73904.0,36952.0
2019,2,Legal Services,Northern Virginia,63084.0,21028.0
2019,2,Legal Services,Orange County,77084.0,77084.0
2019,2,Legal Services,Philadelphia,20000.0,20000.0
2019,2,Legal Services,Raleigh/Durham,59563.0,29781.5
2019,2,Legal Services,San Francisco,67244.0,67244.0
2019,2,Legal Services,South Florida,22400.0,22400.0
2019,2,Legal Services,Tampa,11146.0,11146.0
2019,2,Legal Services,Washington D.C.,204878.0,40975.6
2019,2,"Technology, Advertising, Media, and Information",Atlanta,186418.0,46604.5
2019,2,"Technology, Advertising, Media, and Information",Austin,41508.0,20754.0
2019,2,"Technology, Advertising, Media, and Information",Baltimore,33155.0,16577.5
2019,2,"Technology, Advertising, Media, and Information",Boston,367729.0,73545.8
2019,2,"Technology, Advertising, Media, and Information",Charlotte,61687.0,20562.333333333332
2019,2,"Technology, Advertising, Media, and Information",Chicago,177432.0,44358.0
2019,2,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,456732.0,228366.0
2019,2,"Technology, Advertising, Media, and Information",Denver,86823.0,21705.75
2019,2,"Technology, Advertising, Media, and Information",Houston,69074.0,23024.666666666668
2019,2,"Technology, Advertising, Media, and Information",Los Angeles,1896985.0,135498.92857142858
2019,2,"Technology, Advertising, Media, and Information",Manhattan,3415295.0,113843.16666666667
2019,2,"Technology, Advertising, Media, and Information",Nashville,193671.0,193671.0
2019,2,"Technology, Advertising, Media, and Information",Northern New Jersey,19206.0,19206.0
2019,2,"Technology, Advertising, Media, and Information",Northern Virginia,959548.0,53308.22222222222
2019,2,"Technology, Advertising, Media, and Information",Orange County,254718.0,50943.6
2019,2,"Technology, Advertising, Media, and Information",Philadelphia,104703.0,26175.75
2019,2,"Technology, Advertising, Media, and Information",Phoenix,99085.0,24771.25
2019,2,"Technology, Advertising, Media, and Information",Raleigh/Durham,137784.0,68892.0
2019,2,"Technology, Advertising, Media, and Information",Salt Lake City,17493.0,17493.0
2019,2,"Technology, Advertising, Media, and Information",San Diego,132060.0,44020.0
2019,2,"Technology, Advertising, Media, and Information",San Francisco,689404.0,114900.66666666667
2019,2,"Technology, Advertising, Media, and Information",Seattle,1637031.0,233861.57142857142
2019,2,"Technology, Advertising, Media, and Information",South Bay/San Jose,997782.0,71270.14285714286
2019,2,"Technology, Advertising, Media, and Information",South Florida,226514.0,37752.333333333336
2019,2,"Technology, Advertising, Media, and Information",Southern Maryland,177077.0,44269.25
2019,2,"Technology, Advertising, Media, and Information",Tampa,31087.0,31087.0
2019,2,"Technology, Advertising, Media, and Information",Washington D.C.,131809.0,32952.25
2019,3,Financial Services and Insurance,Atlanta,619170.0,68796.66666666667
2019,3,Financial Services and Insurance,Austin,61656.0,20552.0
2019,3,Financial Services and Insurance,Baltimore,176862.0,58954.0
2019,3,Financial Services and Insurance,Boston,59336.0,29668.0
2019,3,Financial Services and Insurance,Charlotte,81415.0,40707.5
2019,3,Financial Services and Insurance,Chicago,389413.0,129804.33333333333
2019,3,Financial Services and Insurance,Chicago Suburbs,90000.0,90000.0
2019,3,Financial Services and Insurance,Dallas/Ft Worth,100000.0,100000.0
2019,3,Financial Services and Insurance,Denver,44477.0,22238.5
2019,3,Financial Services and Insurance,Detroit,76538.0,38269.0
2019,3,Financial Services and Insurance,Houston,20169.0,20169.0
2019,3,Financial Services and Insurance,Los Angeles,75751.0,37875.5
2019,3,Financial Services and Insurance,Manhattan,651870.0,32593.5
2019,3,Financial Services and Insurance,Northern New Jersey,515264.0,171754.66666666666
2019,3,Financial Services and Insurance,Northern Virginia,37358.0,18679.0
2019,3,Financial Services and Insurance,Orange County,107619.0,35873.0
2019,3,Financial Services and Insurance,Philadelphia,68986.0,17246.5
2019,3,Financial Services and Insurance,Phoenix,275614.0,45935.666666666664
2019,3,Financial Services and Insurance,San Diego,43441.0,21720.5
2019,3,Financial Services and Insurance,San Francisco,198036.0,66012.0
2019,3,Financial Services and Insurance,South Bay/San Jose,54910.0,54910.0
2019,3,Financial Services and Insurance,South Florida,114519.0,38173.0
2019,3,Financial Services and Insurance,Southern Maryland,73281.0,24427.0
2019,3,Financial Services and Insurance,Tampa,181787.0,60595.666666666664
2019,3,Financial Services and Insurance,Washington D.C.,100153.0,33384.333333333336
2019,3,Legal Services,Atlanta,69418.0,23139.333333333332
2019,3,Legal Services,Austin,46369.0,23184.5
2019,3,Legal Services,Baltimore,21413.0,21413.0
2019,3,Legal Services,Boston,44596.0,22298.0
2019,3,Legal Services,Chicago,204737.0,68245.66666666667
2019,3,Legal Services,Dallas/Ft Worth,97629.0,32543.0
2019,3,Legal Services,Denver,39275.0,19637.5
2019,3,Legal Services,Detroit,16555.0,16555.0
2019,3,Legal Services,Houston,63257.0,31628.5
2019,3,Legal Services,Los Angeles,247655.0,123827.5
2019,3,Legal Services,Manhattan,738158.0,105451.14285714286
2019,3,Legal Services,Northern Virginia,101574.0,33858.0
2019,3,Legal Services,Orange County,17652.0,17652.0
2019,3,Legal Services,San Diego,148059.0,74029.5
2019,3,Legal Services,San Francisco,15165.0,15165.0
2019,3,Legal Services,South Florida,12366.0,12366.0
2019,3,Legal Services,Washington D.C.,150242.0,21463.14285714286
2019,3,"Technology, Advertising, Media, and Information",Atlanta,429639.0,71606.5
2019,3,"Technology, Advertising, Media, and Information",Austin,206247.0,41249.4
2019,3,"Technology, Advertising, Media, and Information",Baltimore,44523.0,44523.0
2019,3,"Technology, Advertising, Media, and Information",Boston,299005.0,99668.33333333333
2019,3,"Technology, Advertising, Media, and Information",Charlotte,167859.0,41964.75
2019,3,"Technology, Advertising, Media, and Information",Chicago,610930.0,122186.0
2019,3,"Technology, Advertising, Media, and Information",Dallas/Ft Worth,215471.0,71823.66666666667
2019,3,"Technology, Advertising, Media, and Information",Denver,407456.0,45272.88888888889
2019,3,"Technology, Advertising, Media, and Information",Detroit,100000.0,100000.0
2019,3,"Technology, Advertising, Media, and Information",Houston,89406.0,44703.0
