market,internal_submarket,internal_industry,Time_Period,Industry_Total_SF,Industry_Lease_Count,Industry_New_Expansion_SF,Industry_Avg_SF_Per_Lease,Market_Industry_Total_SF,Industry_Submarket_Share,NewExp_Rank_Pct,TotalSF_Rank_Pct,Median_Total_SF_Group,Submarket_Profile,Hotspot_Types_List,Raw_Score,Overall_Score
Atlanta,Midtown,Financial Services and Insurance,Pre,534766.0,4,49970.0,133691.5,1715924.0,0.31164900077159596,0.3333333333333333,1.0,215545.0,CBD-A,['Volume_Hub'],1,0.09090909090909091
Atlanta,Midtown,Legal Services,Post,240799.0,7,167835.0,34399.857142857145,784893.0,0.30679213599815514,1.0,0.8333333333333334,118664.5,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Atlanta,Midtown,Legal Services,Pre,422004.0,5,143772.0,84400.8,489497.0,0.8621176432133394,1.0,1.0,50000.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Atlanta,Midtown,"Technology, Advertising, Media, and Information",Post,764514.0,10,693319.0,76451.4,4125424.0,0.18531767886161518,0.8571428571428571,0.7142857142857143,625046.0,CBD-A,['Growth_Hub'],3,0.2727272727272727
Atlanta,Midtown,"Technology, Advertising, Media, and Information",Pre,516132.0,8,468816.0,64516.5,2069294.0,0.2494241997512195,1.0,0.875,176097.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Atlanta,North Fulton,Financial Services and Insurance,Post,447939.0,13,173410.0,34456.846153846156,2773973.0,0.1614792213190251,0.42857142857142855,0.5714285714285714,447939.0,Suburban-A,[],0,0.0
Atlanta,North Fulton,Financial Services and Insurance,Pre,475087.0,10,227223.0,47508.7,1715924.0,0.2768694883922598,1.0,0.8333333333333334,215545.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Atlanta,North Fulton,Legal Services,Post,26859.0,1,26859.0,26859.0,784893.0,0.034219950999690406,0.8333333333333334,0.16666666666666666,118664.5,Suburban-A,['Growth_Hub'],3,0.2727272727272727
Atlanta,North Fulton,"Technology, Advertising, Media, and Information",Post,625046.0,13,506565.0,48080.46153846154,4125424.0,0.15151072956379757,0.7142857142857143,0.5714285714285714,625046.0,Suburban-A,[],0,0.0
Atlanta,North Fulton,"Technology, Advertising, Media, and Information",Pre,414408.0,8,180087.0,51801.0,2069294.0,0.20026540452927424,0.875,0.75,176097.0,Suburban-A,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Atlanta,Northeast,Financial Services and Insurance,Post,48888.0,3,24244.0,16296.0,2773973.0,0.017623819698317177,0.2857142857142857,0.14285714285714285,447939.0,Suburban-A,[],0,0.0
Atlanta,Northeast,Financial Services and Insurance,Pre,117586.0,4,49601.0,29396.5,1715924.0,0.06852634498963824,0.16666666666666666,0.16666666666666666,215545.0,Suburban-O,[],0,0.0
Atlanta,Northeast,Legal Services,Pre,17493.0,1,0.0,17493.0,489497.0,0.0357366848009283,0.5,0.3333333333333333,50000.0,Suburban-O,[],0,0.0
Atlanta,Northeast,"Technology, Advertising, Media, and Information",Post,227885.0,5,71687.0,45577.0,4125424.0,0.05523917056767983,0.42857142857142855,0.2857142857142857,625046.0,Suburban-A,[],0,0.0
Atlanta,Northeast,"Technology, Advertising, Media, and Information",Pre,169500.0,3,117000.0,56500.0,2069294.0,0.08191199510557708,0.625,0.5,176097.0,Suburban-O,[],0,0.0
Atlanta,Northlake,"Technology, Advertising, Media, and Information",Pre,32986.0,1,16493.0,32986.0,2069294.0,0.01594070248113608,0.375,0.125,176097.0,Suburban-O,[],0,0.0
Atlanta,Northwest,Financial Services and Insurance,Post,773262.0,13,443271.0,59481.692307692305,2773973.0,0.2787561378571457,1.0,1.0,447939.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Atlanta,Northwest,Financial Services and Insurance,Pre,241733.0,6,164617.0,40288.833333333336,1715924.0,0.14087628589611195,0.8333333333333334,0.6666666666666666,215545.0,Suburban-A,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Atlanta,Northwest,Legal Services,Post,58808.0,3,15774.0,19602.666666666668,784893.0,0.07492486236977525,0.6666666666666666,0.5,118664.5,Suburban-A,[],0,0.0
Atlanta,Northwest,"Technology, Advertising, Media, and Information",Post,151864.0,5,23660.0,30372.8,4125424.0,0.036811731351734996,0.2857142857142857,0.14285714285714285,625046.0,Suburban-A,[],0,0.0
Atlanta,Northwest,"Technology, Advertising, Media, and Information",Pre,49158.0,1,0.0,49158.0,2069294.0,0.023755928350442226,0.1875,0.375,176097.0,Suburban-A,[],0,0.0
Austin,CBD,Financial Services and Insurance,Post,348717.0,7,239379.0,49816.71428571428,1609576.0,0.21665146597613286,1.0,0.9,73426.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Austin,CBD,Financial Services and Insurance,Pre,156441.0,5,156441.0,31288.2,591290.0,0.26457575808824774,1.0,0.5,172109.5,CBD-A,['Growth_Hub'],3,0.2727272727272727
Austin,CBD,Legal Services,Post,389974.0,8,147407.0,48746.75,499765.0,0.7803147479315278,1.0,1.0,98483.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Austin,CBD,Legal Services,Pre,130884.0,3,109884.0,43628.0,245560.0,0.5330021176087311,1.0,1.0,14107.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Austin,CBD,"Technology, Advertising, Media, and Information",Post,1384858.0,18,1132497.0,76936.55555555556,4862580.0,0.2847990161601454,1.0,0.9166666666666666,217655.5,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Austin,CBD,"Technology, Advertising, Media, and Information",Pre,1227610.0,7,1145800.0,175372.85714285713,3139369.0,0.3910371797644686,1.0,1.0,196476.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Austin,Central,"Technology, Advertising, Media, and Information",Post,36374.0,2,36374.0,18187.0,4862580.0,0.007480391068116103,0.4166666666666667,0.16666666666666666,217655.5,Suburban-A,[],0,0.0
Austin,East,Financial Services and Insurance,Post,595929.0,5,202766.0,119185.8,1609576.0,0.3702397401551713,0.9,1.0,73426.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Austin,East,"Technology, Advertising, Media, and Information",Post,200922.0,4,170296.0,50230.5,4862580.0,0.0413200399787767,0.5833333333333334,0.5,217655.5,Suburban-A,[],0,0.0
Austin,East,"Technology, Advertising, Media, and Information",Pre,397164.0,4,239624.0,99291.0,3139369.0,0.12651077334330563,0.7777777777777778,0.7777777777777778,196476.0,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Austin,Far Northwest,Financial Services and Insurance,Post,78088.0,2,78088.0,39044.0,1609576.0,0.048514639880316304,0.8,0.6,73426.0,Suburban-A,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Austin,Far Northwest,Financial Services and Insurance,Pre,51489.0,2,51489.0,25744.5,591290.0,0.087079098242825,0.25,0.25,172109.5,Suburban-A,[],0,0.0
Austin,Far Northwest,"Technology, Advertising, Media, and Information",Post,187675.0,1,10101.0,187675.0,4862580.0,0.03859576603366937,0.16666666666666666,0.4166666666666667,217655.5,Suburban-O,[],0,0.0
Austin,Far Northwest,"Technology, Advertising, Media, and Information",Pre,388390.0,6,77326.0,64731.666666666664,3139369.0,0.12371594419133272,0.4444444444444444,0.6666666666666666,196476.0,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Austin,North,Financial Services and Insurance,Post,67194.0,2,67194.0,33597.0,1609576.0,0.04174639780911246,0.6,0.3,73426.0,Suburban-O,[],0,0.0
Austin,North,Legal Services,Pre,12454.0,1,12454.0,12454.0,245560.0,0.0507167291089754,0.6,0.2,14107.0,Suburban-O,[],0,0.0
Austin,North,"Technology, Advertising, Media, and Information",Post,1409363.0,10,729270.0,140936.3,4862580.0,0.2898385219369142,0.9166666666666666,1.0,217655.5,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Austin,North,"Technology, Advertising, Media, and Information",Pre,654210.0,5,625156.0,130842.0,3139369.0,0.20838901065787424,0.8888888888888888,0.8888888888888888,196476.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Austin,Northeast,Financial Services and Insurance,Post,17368.0,1,17368.0,17368.0,1609576.0,0.010790419340248611,0.1,0.1,73426.0,Suburban-O,[],0,0.0
Austin,Northeast,"Technology, Advertising, Media, and Information",Post,234389.0,4,234389.0,58597.25,4862580.0,0.04820260026570257,0.8333333333333334,0.5833333333333334,217655.5,Suburban-A,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Austin,Northwest,Financial Services and Insurance,Post,242085.0,4,65202.0,60521.25,1609576.0,0.1504029632648598,0.5,0.8,73426.0,Suburban-A,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Austin,Northwest,Financial Services and Insurance,Pre,187778.0,3,129246.0,62592.666666666664,591290.0,0.3175734411202625,0.75,0.75,172109.5,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Austin,Northwest,Legal Services,Pre,14107.0,1,0.0,14107.0,245560.0,0.057448281479068254,0.3,0.6,14107.0,Suburban-A,[],0,0.0
Austin,Northwest,"Technology, Advertising, Media, and Information",Post,236346.0,12,154302.0,19695.5,4862580.0,0.04860506151055612,0.5,0.75,217655.5,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Austin,Northwest,"Technology, Advertising, Media, and Information",Pre,196476.0,4,176055.0,49119.0,3139369.0,0.06258455122669555,0.6666666666666666,0.5555555555555556,196476.0,Suburban-A,[],0,0.0
Austin,Round Rock,"Technology, Advertising, Media, and Information",Post,32437.0,1,32437.0,32437.0,4862580.0,0.00667073857910821,0.3333333333333333,0.08333333333333333,217655.5,Suburban-O,[],0,0.0
Austin,South,Financial Services and Insurance,Post,37680.0,2,37680.0,18840.0,1609576.0,0.023409891797591415,0.4,0.2,73426.0,Suburban-A,[],0,0.0
Austin,South,Legal Services,Post,98483.0,3,61344.0,32827.666666666664,499765.0,0.19705861755024862,0.6666666666666666,0.6666666666666666,98483.0,Suburban-A,[],0,0.0
Austin,South,Legal Services,Pre,75369.0,2,0.0,37684.5,245560.0,0.30692702394526794,0.3,0.8,14107.0,Suburban-A,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Austin,South,"Technology, Advertising, Media, and Information",Post,235898.0,3,191329.0,78632.66666666667,4862580.0,0.04851292935026262,0.6666666666666666,0.6666666666666666,217655.5,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Austin,South,"Technology, Advertising, Media, and Information",Pre,22001.0,1,22001.0,22001.0,3139369.0,0.007008096212965089,0.2222222222222222,0.1111111111111111,196476.0,Suburban-A,[],0,0.0
Austin,Southeast,Financial Services and Insurance,Post,67625.0,1,67625.0,67625.0,1609576.0,0.042014170191404444,0.7,0.4,73426.0,Suburban-A,[],0,0.0
Austin,Southeast,"Technology, Advertising, Media, and Information",Post,108833.0,3,0.0,36277.666666666664,4862580.0,0.022381739734873257,0.08333333333333333,0.25,217655.5,Suburban-O,[],0,0.0
Austin,Southeast,"Technology, Advertising, Media, and Information",Pre,34600.0,1,0.0,34600.0,3139369.0,0.011021323074796242,0.1111111111111111,0.2222222222222222,196476.0,Suburban-A,[],0,0.0
Austin,Southwest,Financial Services and Insurance,Post,86126.0,3,35126.0,28708.666666666668,1609576.0,0.05350850161781736,0.3,0.7,73426.0,Suburban-O,['Cost_Concious'],2,0.18181818181818182
Austin,Southwest,Financial Services and Insurance,Pre,195582.0,3,68173.0,65194.0,591290.0,0.3307717025486648,0.5,1.0,172109.5,Suburban-A,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Austin,Southwest,Legal Services,Post,11308.0,1,0.0,11308.0,499765.0,0.022626634518223564,0.3333333333333333,0.3333333333333333,98483.0,Suburban-A,[],0,0.0
Austin,Southwest,Legal Services,Pre,12746.0,1,12746.0,12746.0,245560.0,0.05190584785795732,0.8,0.4,14107.0,Suburban-O,['Growth_Hub'],3,0.2727272727272727
Austin,Southwest,"Technology, Advertising, Media, and Information",Post,662892.0,9,199286.0,73654.66666666667,4862580.0,0.13632516071715015,0.75,0.8333333333333334,217655.5,Suburban-A,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Austin,Southwest,"Technology, Advertising, Media, and Information",Pre,129684.0,4,76995.0,32421.0,3139369.0,0.04130893819745306,0.3333333333333333,0.4444444444444444,196476.0,Suburban-A,[],0,0.0
Austin,West Central,Financial Services and Insurance,Post,68764.0,2,21939.0,34382.0,1609576.0,0.04272180996734544,0.2,0.5,73426.0,Suburban-A,[],0,0.0
Austin,West Central,"Technology, Advertising, Media, and Information",Post,132593.0,2,27208.0,66296.5,4862580.0,0.02726803466472531,0.25,0.3333333333333333,217655.5,Suburban-A,[],0,0.0
Austin,West Central,"Technology, Advertising, Media, and Information",Pre,89234.0,2,89234.0,44617.0,3139369.0,0.028424183331108896,0.5555555555555556,0.3333333333333333,196476.0,Suburban-A,[],0,0.0
Baltimore,Anne Arundel,Financial Services and Insurance,Post,42330.0,2,42330.0,21165.0,1146626.0,0.03691700694036242,0.5,0.5,58665.0,Suburban-A,[],0,0.0
Baltimore,Anne Arundel,Financial Services and Insurance,Pre,36551.0,1,0.0,36551.0,519247.0,0.07039231810679696,0.3,0.4,59143.0,Suburban-A,[],0,0.0
Baltimore,Anne Arundel,Legal Services,Post,36444.0,2,13331.0,18222.0,360831.0,0.10100019122525504,0.6666666666666666,0.6666666666666666,29056.0,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Baltimore,Anne Arundel,"Technology, Advertising, Media, and Information",Post,24130.0,1,24130.0,24130.0,576689.0,0.0418423101533062,0.5,0.375,35599.0,Suburban-A,[],0,0.0
Baltimore,BWI,"Technology, Advertising, Media, and Information",Post,189083.0,5,160330.0,37816.6,576689.0,0.32787689725311214,1.0,1.0,35599.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Baltimore,Baltimore City South,Financial Services and Insurance,Post,663602.0,4,207602.0,165900.5,1146626.0,0.5787431996134746,1.0,1.0,58665.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Baltimore,Baltimore City South,Financial Services and Insurance,Pre,307923.0,4,38473.0,76980.75,519247.0,0.5930183515744916,1.0,1.0,59143.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Baltimore,Baltimore City South,Legal Services,Post,109921.0,4,49520.0,27480.25,360831.0,0.304632916794843,0.8333333333333334,0.8333333333333334,29056.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Baltimore,Baltimore City South,"Technology, Advertising, Media, and Information",Post,28685.0,2,28685.0,14342.5,576689.0,0.049740848186804326,0.625,0.5,35599.0,CBD-A,[],0,0.0
Baltimore,Baltimore City South,"Technology, Advertising, Media, and Information",Pre,125168.0,4,44523.0,31292.0,302293.0,0.4140618538967161,0.75,1.0,79533.5,CBD-O,['Volume_Hub'],1,0.09090909090909091
Baltimore,Baltimore County East,Financial Services and Insurance,Post,75000.0,1,75000.0,75000.0,1146626.0,0.06540929649249189,0.625,0.625,58665.0,CBD-A,[],0,0.0
Baltimore,Baltimore County East,"Technology, Advertising, Media, and Information",Post,82808.0,2,16808.0,41404.0,576689.0,0.1435921267789051,0.25,0.75,35599.0,CBD-O,[],0,0.0
Baltimore,Baltimore County West,"Technology, Advertising, Media, and Information",Pre,54841.0,1,0.0,54841.0,302293.0,0.18141670498489876,0.375,0.5,79533.5,CBD-O,[],0,0.0
Baltimore,CBD,Financial Services and Insurance,Post,16000.0,1,0.0,16000.0,1146626.0,0.013953983251731602,0.125,0.125,58665.0,CBD-A,[],0,0.0
Baltimore,CBD,Financial Services and Insurance,Pre,31942.0,1,31942.0,31942.0,519247.0,0.061516002981240145,0.8,0.2,59143.0,CBD-A,['Growth_Hub'],3,0.2727272727272727
Baltimore,CBD,Legal Services,Post,170761.0,6,49575.0,28460.166666666668,360831.0,0.473243706887712,1.0,1.0,29056.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Baltimore,CBD,Legal Services,Pre,44913.0,2,44913.0,22456.5,44913.0,1.0,1.0,1.0,44913.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Baltimore,CBD,"Technology, Advertising, Media, and Information",Post,42513.0,1,42513.0,42513.0,576689.0,0.07371911030035252,0.75,0.625,35599.0,CBD-O,[],0,0.0
Baltimore,Harford County,"Technology, Advertising, Media, and Information",Post,19479.0,1,19479.0,19479.0,576689.0,0.033777304578377604,0.375,0.25,35599.0,Suburban-A,[],0,0.0
Baltimore,Howard County,Financial Services and Insurance,Post,107776.0,2,107776.0,53888.0,1146626.0,0.09399403118366408,0.875,0.75,58665.0,Suburban-A,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Baltimore,Howard County,Financial Services and Insurance,Pre,59143.0,3,11493.0,19714.333333333332,519247.0,0.1139014765612512,0.6,0.6,59143.0,Suburban-O,[],0,0.0
Baltimore,Howard County,Legal Services,Post,11816.0,1,11816.0,11816.0,360831.0,0.03274663207983793,0.5,0.3333333333333333,29056.0,Suburban-A,[],0,0.0
Baltimore,Howard County,"Technology, Advertising, Media, and Information",Post,175152.0,8,159900.0,21894.0,576689.0,0.30372002933990416,0.875,0.875,35599.0,Suburban-A,"['Volume_Hub', 'Growth_Hub', 'Cost_Concious']",6,0.5454545454545454
Baltimore,Howard County,"Technology, Advertising, Media, and Information",Pre,104226.0,4,74129.0,26056.5,302293.0,0.34478469564296893,1.0,0.75,79533.5,Suburban-A,"['Growth_Hub', 'Cost_Concious']",5,0.45454545454545453
Baltimore,Reisterstown Rd Corridor,Financial Services and Insurance,Post,27831.0,2,27831.0,13915.5,1146626.0,0.02427208174243389,0.375,0.375,58665.0,Suburban-O,[],0,0.0
Baltimore,Reisterstown Rd Corridor,Legal Services,Post,10221.0,1,10221.0,10221.0,360831.0,0.028326280169941053,0.16666666666666666,0.16666666666666666,29056.0,Suburban-A,[],0,0.0
Baltimore,Route 83 Corridor,Financial Services and Insurance,Post,195087.0,5,106079.0,39017.4,1146626.0,0.17014004566441018,0.75,0.875,58665.0,Suburban-A,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Baltimore,Route 83 Corridor,Financial Services and Insurance,Pre,83688.0,3,0.0,27896.0,519247.0,0.16117185077622018,0.3,0.8,59143.0,Suburban-O,"['Volume_Hub', 'Cost_Concious']",3,0.2727272727272727
Baltimore,Route 83 Corridor,"Technology, Advertising, Media, and Information",Post,14839.0,1,0.0,14839.0,576689.0,0.02573137340923791,0.125,0.125,35599.0,Suburban-O,[],0,0.0
Baltimore,Towson,Financial Services and Insurance,Post,19000.0,1,19000.0,19000.0,1146626.0,0.016570355111431276,0.25,0.25,58665.0,Suburban-A,[],0,0.0
Baltimore,Towson,Legal Services,Post,21668.0,2,11641.0,10834.0,360831.0,0.06005027284241099,0.3333333333333333,0.5,29056.0,Suburban-A,[],0,0.0
Baltimore,Towson,"Technology, Advertising, Media, and Information",Pre,18058.0,1,0.0,18058.0,302293.0,0.059736745475416235,0.375,0.25,79533.5,Suburban-A,[],0,0.0
Boston,Back Bay,Financial Services and Insurance,Post,1037988.0,5,15478.0,207597.6,4554597.0,0.22789897767025272,0.2857142857142857,0.8571428571428571,350100.0,CBD-A,['Volume_Hub'],1,0.09090909090909091
Boston,Back Bay,Financial Services and Insurance,Pre,90314.0,1,0.0,90314.0,1117270.0,0.08083453417705658,0.3333333333333333,0.8333333333333334,75500.0,CBD-A,['Volume_Hub'],1,0.09090909090909091
Boston,Back Bay,Legal Services,Post,725655.0,4,0.0,181413.75,1245602.0,0.5825737274024929,0.5,1.0,430341.0,CBD-A,['Volume_Hub'],1,0.09090909090909091
Boston,Back Bay,"Technology, Advertising, Media, and Information",Post,50247.0,3,35655.0,16749.0,4825781.0,0.010412200636539453,0.23076923076923078,0.15384615384615385,267209.0,CBD-A,[],0,0.0
Boston,Back Bay,"Technology, Advertising, Media, and Information",Pre,275000.0,1,0.0,275000.0,2948942.0,0.09325378389944597,0.2,0.6,220000.0,CBD-A,[],0,0.0
Boston,Cambridge,Financial Services and Insurance,Pre,75000.0,1,75000.0,75000.0,1117270.0,0.06712790999489827,0.8333333333333334,0.5,75500.0,CBD-A,['Growth_Hub'],3,0.2727272727272727
Boston,Cambridge,"Technology, Advertising, Media, and Information",Post,353471.0,4,324371.0,88367.75,4825781.0,0.07324638229542534,0.8461538461538461,0.6923076923076923,267209.0,CBD-A,['Growth_Hub'],3,0.2727272727272727
Boston,Cambridge,"Technology, Advertising, Media, and Information",Pre,551738.0,4,374512.0,137934.5,2948942.0,0.18709693171313643,0.9,0.8,220000.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Boston,Close-in Suburbs North,"Technology, Advertising, Media, and Information",Post,131390.0,2,52000.0,65695.0,4825781.0,0.02722668102841799,0.3076923076923077,0.3076923076923077,267209.0,Suburban-A,[],0,0.0
Boston,Financial District,Financial Services and Insurance,Post,2411942.0,18,697016.0,133996.77777777778,4554597.0,0.5295621105445772,1.0,1.0,350100.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Boston,Financial District,Financial Services and Insurance,Pre,757518.0,4,0.0,189379.5,1117270.0,0.6780080016468714,0.3333333333333333,1.0,75500.0,CBD-A,['Volume_Hub'],1,0.09090909090909091
Boston,Financial District,Legal Services,Post,430341.0,8,184251.0,53792.625,1245602.0,0.3454883662678769,1.0,0.6666666666666666,430341.0,CBD-A,['Growth_Hub'],3,0.2727272727272727
Boston,Financial District,Legal Services,Pre,347137.0,5,269853.0,69427.4,600101.0,0.5784642918442062,1.0,1.0,300050.5,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Boston,Financial District,"Technology, Advertising, Media, and Information",Post,712836.0,11,239466.0,64803.27272727273,4825781.0,0.147714121299744,0.7692307692307693,0.8461538461538461,267209.0,CBD-A,['Volume_Hub'],1,0.09090909090909091
Boston,Financial District,"Technology, Advertising, Media, and Information",Pre,830953.0,5,231053.0,166190.6,2948942.0,0.2817800417912594,0.8,1.0,220000.0,CBD-A,"['Volume_Hub', 'Growth_Hub']",4,0.36363636363636365
Boston,Neighborhoods District,Financial Services and Insurance,Post,58000.0,1,58000.0,58000.0,4554597.0,0.012734386818416646,0.5714285714285714,0.14285714285714285,350100.0,CBD-A,[],0,0.0
Boston,Neighborhoods District,"Technology, Advertising, Media, and Information",Post,301907.0,5,182262.0,60381.4,4825781.0,0.0625612724655346,0.6153846153846154,0.6153846153846154,267209.0,CBD-A,[],0,0.0
Boston,Neighborhoods District,"Technology, Advertising, Media, and Information",Pre,147886.0,2,147886.0,73943.0,2948942.0,0.050148833039103516,0.7,0.4,220000.0,CBD-A,[],0,0.0
Boston,Route 128 North,Financial Services and Insurance,Post,130579.0,4,113579.0,32644.75,4554597.0,0.02866971545451771,0.7142857142857143,0.42857142857142855,350100.0,Suburban-A,[],0,0.0
Boston,Route 128 North,"Technology, Advertising, Media, and Information",Post,496497.0,6,63102.0,82749.5,4825781.0,0.102884279249307,0.46153846153846156,0.7692307692307693,267209.0,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Boston,Route 128 North,"Technology, Advertising, Media, and Information",Pre,285087.0,5,73300.0,57017.4,2948942.0,0.09667433269287765,0.6,0.7,220000.0,Suburban-A,['Cost_Concious'],2,0.18181818181818182
Boston,Route 128 South,Financial Services and Insurance,Pre,55688.0,1,55688.0,55688.0,1117270.0,0.049842920690611935,0.6666666666666666,0.16666666666666666,75500.0,Suburban-O,[],0,0.0
Boston,Route 128 South,"Technology, Advertising, Media, and Information",Post,25529.0,1,25529.0,25529.0,4825781.0,0.00529012816785511,0.15384615384615385,0.07692307692307693,267209.0,Suburban-A,[],0,0.0
